ID_str,SectionNum,Section,Circumstance,Phraseology,Sender,Receiver,Type,Example,Keywords,Slots
12.2.6,12.2.6,12.2.6 Vehicle phraseology,When communicating with ground vehicles,Use same phrases as for aircraft except replace “TAXI” with “PROCEED”.,ATC,Vehicle operator,Ground movement,“PROCEED VIA ALPHA TO STAND 12.”,TAXI PROCEED,
12.2.7-a,12.2.7,12.2.7 Conditional clearances,Conditional clearance — identification first,Structure of conditional clearance: (a) Identification,ATC,Pilot,Clearance rule,“SAS 941…”,,
12.2.8,12.2.8,12.2.8 Scope of listed phrases,Clarification,Annex 10 Vol II procedure words not repeated here.,ICAO Standard,—,Reference,—,,
12.2.9,12.2.9,12.2.9 Parentheses and brackets,Notation rules in text,Parentheses = mandatory insertion; square brackets = optional.,ICAO Standard,Users of Doc 4444,Formatting rule,—,,
12.3.1.1-a,12.3.1.1,12.3.1.1 Description of Levels,Assigning flight level by altimeter setting,“FLIGHT LEVEL (number).”,ATC,Pilot,Level designation,“FLIGHT LEVEL 350.”,FLIGHT LEVEL,number
12.3.1.10-a,12.3.1.10,12.3.1.10 Additional Reports,Request report passing point,“REPORT PASSING (significant point).”,ATC,Pilot,Instruction,“REPORT PASSING BALASSAGYARMAT.”,REPORT PASSING,significant point
12.3.1.11-a,12.3.1.11,12.3.1.11 Aerodrome Information,Report runway surface condition,“(location) RUNWAY SURFACE CONDITION RUNWAY (number) (condition).”,ATC,Pilot,Information,“BUDAPEST RUNWAY SURFACE CONDITION RUNWAY 31 WET.”,RUNWAY SURFACE CONDITION,"location, number, condition"
12.3.1.11-i,12.3.1.11,12.3.1.11 Aerodrome Information,Report runway/taxiway surface condition,"“RUNWAY (or TAXIWAY) (number) WET [or STANDING WATER, or SNOW REMOVED, or TREATED, or COVERED WITH PATCHES OF (surface type)].”",ATC,Pilot,Runway Condition,“RUNWAY 31 COVERED WITH PATCHES OF COMPACTED SNOW.”,RUNWAY TAXIWAY WET STANDING WATER SNOW REMOVED TREATED COVERED PATCHES,"or TAXIWAY, number, surface type"
12.3.1.12-a,12.3.1.12,12.3.1.12 Operational Status of Visual and Non-visual Aids,Report deficiency of runway aid,“(visual or non-visual aid) RUNWAY (number) (description of deficiency).”,ATC,Pilot,Advisory,“ILS RUNWAY 31 OUT OF SERVICE.”,RUNWAY,"visual or non-visual aid, number, description of deficiency"
12.3.1.13-a,12.3.1.13,12.3.1.13 RVSM Operations,Confirm RVSM approval,“CONFIRM RVSM APPROVED.”,ATC,Pilot,Query,—,CONFIRM RVSM APPROVED,
12.3.1.14-a,12.3.1.14,12.3.1.14 GNSS Service Status,Report GNSS unreliability or unavailability area,“GNSS REPORTED UNRELIABLE (or MAY NOT BE AVAILABLE) [IN THE VICINITY OF (location)/(area)] [BETWEEN (levels)].”,ATC,Pilot,Advisory,“GNSS MAY NOT BE AVAILABLE IN THE VICINITY OF PRAGUE BETWEEN FL 300–400.”,GNSS REPORTED UNRELIABLE MAY NOT AVAILABLE VICINITY BETWEEN,"or MAY NOT BE AVAILABLE, location, area, levels"
12.3.1.15,12.3.1.15,12.3.1.15 Degradation of Navigation Performance,Report degraded navigation capability,“UNABLE RNP (specify type) (or RNAV) [DUE TO (reason)].”,Pilot,ATC,Report,“UNABLE RNP 1 DUE TO RAIM ALERT.”,UNABLE RNP RNAV DUE,"specify type, or RNAV, reason"
12.3.1.2-a,12.3.1.2,"12.3.1.2 Level Changes, Reports and Rates",Instruct climb or descent,“CLIMB (or DESCEND).”,ATC,Pilot,Clearance,“CLIMB.”,CLIMB DESCEND,or DESCEND
12.3.1.2-a,12.3.1.2,12.3.1.2 Level Changes / Reports and Rates,Instruct climb or descent,“CLIMB (or DESCEND).”,ATC,Pilot,Clearance,“CLIMB.”,CLIMB DESCEND,or DESCEND
12.3.1.2-b,12.3.1.2,"12.3.1.2 Level Changes, Reports and Rates",Maintain vertical separation from another aircraft,“MAINTAIN AT LEAST (number) METRES (or FEET) ABOVE (or BELOW) (aircraft call sign).”,ATC,Pilot,Separation Instruction,“MAINTAIN AT LEAST 1000 FEET ABOVE SAS 941.”,MAINTAIN LEAST METRES FEET ABOVE BELOW,"number, or FEET, or BELOW, aircraft call sign"
12.3.1.2-b,12.3.1.2,12.3.1.2 Level Changes / Reports and Rates,Maintain vertical separation from another aircraft,“MAINTAIN AT LEAST (number) METRES (or FEET) ABOVE (or BELOW) (aircraft call sign).”,ATC,Pilot,Separation Instruction,“MAINTAIN AT LEAST 1000 FEET ABOVE SAS 941.”,MAINTAIN LEAST METRES FEET ABOVE BELOW,"number, or FEET, or BELOW, aircraft call sign"
12.3.1.3-a,12.3.1.3,12.3.1.3 Minimum Fuel,Pilot indicates minimum fuel status,“MINIMUM FUEL.”,Pilot,ATC,Status Report,“MINIMUM FUEL.”,MINIMUM FUEL,
12.3.1.4-a,12.3.1.4,12.3.1.4 Transfer of Control / Frequency Change,Instruct aircraft to contact unit,“CONTACT (unit call sign) (frequency) [NOW].”,ATC,Pilot,Instruction,“CONTACT VIENNA CONTROL 118.525 NOW.”,CONTACT NOW,"unit call sign, frequency"
12.3.1.4-e,12.3.1.4,12.3.1.4 Transfer of Control / Frequency Change,Pilot requests frequency change,“REQUEST CHANGE TO (frequency).”,Pilot,ATC,Request,“REQUEST CHANGE TO 119.1.”,REQUEST CHANGE,frequency
12.3.1.5-a,12.3.1.5,12.3.1.5 8.33 kHz Channel Spacing,Request confirmation of 8.33 capability,“CONFIRM EIGHT POINT THREE THREE.”,ATC,Pilot,Query,—,CONFIRM EIGHT POINT THREE,
12.3.1.6-a,12.3.1.6,12.3.1.6 Change of Call Sign,Instruct aircraft to change call sign,“CHANGE YOUR CALL SIGN TO (new call sign) [UNTIL FURTHER ADVISED].”,ATC,Pilot,Instruction,“CHANGE YOUR CALL SIGN TO SPEEDBIRD 123 UNTIL FURTHER ADVISED.”,CHANGE YOUR CALL SIGN UNTIL FURTHER ADVISED,new call sign
12.3.1.7-a,12.3.1.7,12.3.1.7 Traffic Information,Passing traffic information,“TRAFFIC (information).”,ATC,Pilot,Information,"“TRAFFIC TWO O’CLOCK, THREE MILES, SAME LEVEL.”",TRAFFIC,information
12.3.1.8-a,12.3.1.8,12.3.1.8 Meteorological Conditions,Report surface wind,“[SURFACE] WIND (number) DEGREES (speed) (units).”,ATC,Pilot,Weather Information,“WIND 270 DEGREES 10 KNOTS.”,SURFACE WIND DEGREES,"number, speed, units"
12.3.1.9-a,12.3.1.9,12.3.1.9 Position Reporting,Specify next report point,“NEXT REPORT AT (significant point).”,ATC,Pilot,Instruction,“NEXT REPORT AT VOR PEST.”,NEXT REPORT,significant point
12.3.2.1-a,12.3.2.1,12.3.2.1 Issuance of a Clearance,ATC issues clearance,“(unit name) CLEARS (aircraft call sign).”,ATC,Pilot,Clearance,“BUDAPEST CONTROL CLEARS KLM123.”,CLEARS,"unit name, aircraft call sign"
12.3.2.2-a,12.3.2.2,12.3.2.2 Indication of Route and Clearance Limit,Specify route segment,“FROM (location) TO (location).”,ATC,Pilot,Route Specification,“FROM BRNO TO BUDAPEST.”,FROM,location
12.3.2.3-a,12.3.2.3,12.3.2.3 Maintenance of Specified Levels,Maintain level to point,“MAINTAIN (level) [TO (point)].”,ATC,Pilot,Instruction,“MAINTAIN FL 120 TO LOMED.”,MAINTAIN,"level, point"
12.3.2.4-a,12.3.2.4,12.3.2.4 Specification of Cruising Levels,Cross point at or above/below level,"“CROSS (point) AT (or ABOVE, or BELOW) (level).”",ATC,Pilot,Instruction,“CROSS LOMED AT OR ABOVE FL 190.”,CROSS ABOVE BELOW,"point, or ABOVE, or BELOW, level"
12.3.2.5-a,12.3.2.5,12.3.2.5 Emergency Descent,Pilot announces emergency descent intentions,“EMERGENCY DESCENT (intentions).”,Pilot,ATC,Emergency,“EMERGENCY DESCENT DUE LOSS OF PRESSURE.”,EMERGENCY DESCENT,intentions
12.3.2.6,12.3.2.6,12.3.2.6 If Clearance Cannot Be Issued Immediately,Clearance cannot be issued at once,“EXPECT CLEARANCE (or type of clearance) AT (time).”,ATC,Pilot,Delay Instruction,“EXPECT CLEARANCE AT 1045.”,EXPECT CLEARANCE,"or type of clearance, time"
12.3.2.7,12.3.2.7,12.3.2.7 When Clearance for Deviation Cannot Be Issued,Deny deviation due traffic,"“UNABLE, TRAFFIC (direction) BOUND (type) (level) ESTIMATED (or OVER) (point) AT (time) CALL SIGN (call sign) ADVISE INTENTIONS.”",ATC,Pilot,Denial / Coordination,"“UNABLE, TRAFFIC NORTHBOUND B737 FL310 OVER PUSTA AT 1220 CALL SIGN WZZ431 ADVISE INTENTIONS.”",UNABLE TRAFFIC BOUND ESTIMATED OVER CALL SIGN ADVISE INTENTIONS,"direction, type, level, or OVER, point, time, call sign"
12.3.2.8-a,12.3.2.8,12.3.2.8 Separation Instructions,Crossing at time,“CROSS (point) AT (time) [OR LATER/BEFORE].”,ATC,Pilot,Separation,“CROSS GILEP AT 1215.”,CROSS LATER BEFORE,"point, time"
12.3.2.9-a,12.3.2.9,12.3.2.9 Instructions Associated with Flying an Offset Track,Ability to fly offset,“ADVISE IF ABLE TO PROCEED PARALLEL OFFSET.”,ATC,Pilot,Query,—,ADVISE ABLE PROCEED PARALLEL OFFSET,
12.3.3.1-a,12.3.3.1,12.3.3.1 Departure Instructions,Departure turn or climb,“[AFTER DEPARTURE] TURN RIGHT (or LEFT) HEADING (three digits) (or CONTINUE RUNWAY HEADING) (or TRACK EXTENDED CENTRE LINE) TO (level or point).”,ATC,Pilot,Departure Instruction,“AFTER DEPARTURE TURN LEFT HEADING 270 TO FL 80.”,AFTER DEPARTURE TURN RIGHT LEFT HEADING CONTINUE RUNWAY TRACK EXTENDED CENTRE LINE,"or LEFT, three digits, or CONTINUE RUNWAY HEADING, or TRACK EXTENDED CENTRE LINE, level or point"
12.3.3.2-a,12.3.3.2,12.3.3.2 Approach Instructions,Clearance for arrival procedure,“CLEARED (designation) ARRIVAL.”,ATC,Pilot,Clearance,“CLEARED TULSI TWO ALPHA ARRIVAL.”,CLEARED ARRIVAL,designation
12.3.3.3-a,12.3.3.3,12.3.3.3 Holding Clearances,Visual hold,“HOLD VISUAL [OVER] (position) (or BETWEEN (two landmarks)).”,ATC,Pilot,Holding Instruction,“HOLD VISUAL OVER FIELD.”,HOLD VISUAL OVER BETWEEN,"position, or BETWEEN (two landmarks"
12.3.3.3-e,12.3.3.3,12.3.3.3 Holding Clearances,Clearance to hold on VOR radial at DME fix,“CLEARED TO THE (three digits) RADIAL OF THE (name) VOR AT (distance) DME FIX [MAINTAIN/CLIMB/DESCEND TO (level)] HOLD (direction) [RIGHT/LEFT HAND PATTERN] [OUTBOUND TIME (minutes)] EXPECT APPROACH CLEARANCE AT (time).”,ATC,Pilot,Holding Clearance,“CLEARED TO THE 270 RADIAL OF WIEN VOR AT 10 DME HOLD EAST EXPECT APPROACH CLEARANCE AT 1230.”,CLEARED RADIAL VOR DME FIX MAINTAIN CLIMB DESCEND HOLD RIGHT LEFT HAND PATTERN OUTBOUND TIME EXPECT APPROACH CLEARANCE,"three digits, name, distance, level, direction, minutes, time"
12.3.3.4-a,12.3.3.4,12.3.3.4 Expected Approach Time,No delay expected,“NO DELAY EXPECTED.”,ATC,Pilot,Information,—,DELAY EXPECTED,
12.3.4.1,12.3.4.1,12.3.4.1 Identification of Aircraft,Request visual identification,“SHOW LANDING LIGHTS.”,ATC,Pilot,Visual Identification,—,SHOW LANDING LIGHTS,
12.3.4.10-a,12.3.4.10,12.3.4.10 Preparation for Take-off,Unable to issue departure clearance,“UNABLE TO ISSUE (designator) DEPARTURE (reason).”,ATC,Pilot,Advisory,“UNABLE TO ISSUE BUDAPEST ONE ALPHA DEPARTURE DUE TRAFFIC.”,UNABLE ISSUE DEPARTURE,"designator, reason"
12.3.4.11-a,12.3.4.11,12.3.4.11 Take-off Clearance,Standard take-off clearance,“RUNWAY (number) CLEARED FOR TAKE-OFF [REPORT AIRBORNE].”,ATC,Pilot,Clearance,“RUNWAY 31 CLEARED FOR TAKE-OFF REPORT AIRBORNE.”,RUNWAY CLEARED TAKE OFF REPORT AIRBORNE,number
12.3.4.12-a,12.3.4.12,12.3.4.12 Turn or Climb Instructions After Take-off,Pilot requests turn,“REQUEST RIGHT (or LEFT) TURN.”,Pilot,ATC,Request,—,REQUEST RIGHT LEFT TURN,or LEFT
12.3.4.13-a,12.3.4.13,12.3.4.13 Entering Aerodrome Traffic Circuit,Pilot position report for landing,“[Aircraft type] (position) (level) FOR LANDING.”,Pilot,ATC,Report,“CESSNA DOWNWIND 1500 FEET FOR LANDING.”,LANDING,"position, level"
12.3.4.14-a,12.3.4.14,12.3.4.14 In the Circuit,Pilot reports circuit position,"“(position in circuit, e.g. DOWNWIND/FINAL).”",Pilot,ATC,Report,“FINAL.”,DOWNWIND FINAL,"position in circuit, e.g. DOWNWIND/FINAL"
12.3.4.15-a,12.3.4.15,12.3.4.15 Approach Instructions,Short approach,“MAKE SHORT APPROACH.”,ATC,Pilot,Instruction,—,MAKE SHORT APPROACH,
12.3.4.16-a,12.3.4.16,12.3.4.16 Landing Clearance,Standard landing clearance,“RUNWAY (number) CLEARED TO LAND.”,ATC,Pilot,Clearance,“RUNWAY 31 CLEARED TO LAND.”,RUNWAY CLEARED LAND,number
12.3.4.17-a,12.3.4.17,12.3.4.17 Delaying Aircraft,Delay aircraft by circling,“CIRCLE THE AERODROME.”,ATC,Pilot,Instruction,—,CIRCLE AERODROME,
12.3.4.18-a,12.3.4.18,12.3.4.18 Missed Approach,Go-around instruction,“GO AROUND.”,ATC,Pilot,Instruction,—,AROUND,
12.3.4.19-a,12.3.4.19,12.3.4.19 Information to Aircraft,Visual check: landing gear down,“LANDING GEAR APPEARS DOWN.”,ATC,Pilot,Information,—,LANDING GEAR APPEARS DOWN,
12.3.4.2-a,12.3.4.2,12.3.4.2 Acknowledgement by Visual Means,Acknowledge visually (ailerons/rudder),“ACKNOWLEDGE BY MOVING AILERONS (or RUDDER).”,ATC,Pilot,Visual Acknowledgement,—,ACKNOWLEDGE MOVING AILERONS RUDDER,or RUDDER
12.3.4.20-a,12.3.4.20,12.3.4.20 Runway Vacating and After-Landing Comms,Contact ground,“CONTACT GROUND (frequency).”,ATC,Pilot,Instruction,“CONTACT GROUND 121.8.”,CONTACT GROUND,frequency
12.3.4.3-a,12.3.4.3,12.3.4.3 Starting Procedures,Request permission to start engines,“[Aircraft location] REQUEST START UP.”,Pilot,ATC,Request,“STAND 5 REQUEST START UP.”,REQUEST START,
12.3.4.4-a,12.3.4.4,12.3.4.4 Pushback Procedures,Request pushback,“[Aircraft location] REQUEST PUSHBACK.”,Pilot,ATC,Request,“STAND 7 REQUEST PUSHBACK.”,REQUEST PUSHBACK,
12.3.4.5-a,12.3.4.5,12.3.4.5 Towing Procedures,Request towing approval,“REQUEST TOW [company name] (aircraft type) FROM (location) TO (location).”,Pilot/Tow,ATC,Request,“REQUEST TOW WIZZ AIR A320 FROM STAND 1 TO MAINTENANCE HANGAR.”,REQUEST TOW FROM,"aircraft type, location"
12.3.4.6-a,12.3.4.6,12.3.4.6 Request Time Check / Aerodrome Data,Request time check,“REQUEST TIME CHECK.”,Pilot,ATC,Request,—,REQUEST TIME CHECK,
12.3.4.7-a,12.3.4.7,12.3.4.7 Taxi Procedures,Request taxi for departure,“[Aircraft type] [wake category] [location] REQUEST TAXI [intentions].”,Pilot,ATC,Request,“A320 HEAVY STAND 3 REQUEST TAXI FOR DEPARTURE.”,REQUEST TAXI,
12.3.4.7-y,12.3.4.7,12.3.4.7 Taxi Procedures,Instruction to vacate runway,“VACATE RUNWAY.”,ATC,Pilot,Instruction,“VACATE RUNWAY.”,VACATE RUNWAY,
12.3.4.8-a,12.3.4.8,12.3.4.8 Holding,Hold in specified direction,“HOLD (direction) OF (position/runway).”,ATC,Pilot,Instruction,“HOLD NORTH OF RUNWAY 13.”,HOLD,"direction, position/runway"
12.3.4.9-a,12.3.4.9,12.3.4.9 To Cross a Runway,Pilot requests crossing runway,“REQUEST CROSS RUNWAY (number).”,Pilot,ATC,Request,“REQUEST CROSS RUNWAY 31.”,REQUEST CROSS RUNWAY,number
12.3.5.1-a,12.3.5.1,12.3.5.1 Estimates and Revisions,Pass flight estimate,“ESTIMATE (direction) (call sign) [SQUAWKING (SSR)] (type) ESTIMATED (point) (time) (level) [DESCENDING FROM (level) TO (level)] [SPEED (TAS)] (route) [REMARKS].”,ATS Unit,ATS Unit,Coordination,—,ESTIMATE SQUAWKING SSR ESTIMATED DESCENDING FROM SPEED TAS REMARKS,"direction, call sign, SSR, type, point, time, level, TAS, route"
12.3.5.2-a,12.3.5.2,12.3.5.2 Transfer of Control,Request release,“REQUEST RELEASE OF (call sign).”,ATS Unit,ATS Unit,Coordination,—,REQUEST RELEASE,call sign
12.3.5.3-a,12.3.5.3,12.3.5.3 Change of Clearance,Request to change clearance,“MAY WE CHANGE CLEARANCE OF (call sign) TO (details).”,ATS Unit,ATS Unit,Coordination,—,MAY CHANGE CLEARANCE,"call sign, details"
12.3.5.4-a,12.3.5.4,12.3.5.4 Approval Request,Request approval,“APPROVAL REQUEST (call sign) ESTIMATED DEPARTURE FROM (point) AT (time).”,ATS Unit,ATS Unit,Coordination,—,APPROVAL REQUEST ESTIMATED DEPARTURE FROM,"call sign, point, time"
12.3.5.5,12.3.5.5,12.3.5.5 Inbound Release,“INBOUND RELEASE (call sign) [SQUAWKING (SSR)] (type) FROM (point) RELEASED AT (point/time/level) CLEARED TO (limit) ESTIMATING (limit) (time) AT (level) [EXPECTED APPROACH TIME or NO DELAY EXPECTED] CONTACT AT (time).”,ATS Unit,ATS Unit,Coordination,—,,ATS,
12.3.5.6,12.3.5.6,12.3.5.6 Handover,“HANDOVER (call sign) [SQUAWKING (SSR)] POSITION (position) (level).”,ATS Unit,ATS Unit,Coordination,—,,ATS,
12.3.5.7-a,12.3.5.7,12.3.5.7 Expedition of Clearance,Expedite outbound clearance,“EXPEDITE CLEARANCE (call sign) EXPECTED DEPARTURE FROM (place) AT (time).”,ATS Unit,ATS Unit,Coordination,—,EXPEDITE CLEARANCE EXPECTED DEPARTURE FROM,"call sign, place, time"
12.3.5.8-a,12.3.5.8,12.3.5.8 RVSM Operations,Report non-approved aircraft,“NEGATIVE RVSM [(supplementary info)].”,ATS Unit,ATS Unit,Coordination,“NEGATIVE RVSM STATE AIRCRAFT.”,NEGATIVE RVSM,supplementary info
12.3.6.1-a,12.3.6.1,12.3.6.1 CPDLC Operational Status,Broadcast CPDLC system failure,“[ALL STATIONS] CPDLC FAILURE (instructions).”,ATC,All Stations,Broadcast,“[ALL STATIONS] CPDLC FAILURE LOG OFF AND USE VOICE.”,ALL STATIONS CPDLC FAILURE,instructions
12.3.6.1-c,12.3.6.1,12.3.6.1 CPDLC Operational Status,Correct CPDLC clearance/instruction/information/request,"“DISREGARD CPDLC (message type) MESSAGE, BREAK (correct clearance, instruction, information or request).”",ATC,Pilot,Correction,"“DISREGARD CPDLC CLEARANCE MESSAGE, BREAK CLIMB TO FL350.”",DISREGARD CPDLC MESSAGE BREAK,"message type, correct clearance, instruction, information or request"
12.4.1.1-a,12.4.1.1,12.4.1.1 Identification of Aircraft,Report heading and altitude,“REPORT HEADING [AND FLIGHT LEVEL (or ALTITUDE)].”,ATC,Pilot,Request,“REPORT HEADING AND ALTITUDE.”,REPORT HEADING FLIGHT LEVEL ALTITUDE,or ALTITUDE
12.4.1.10-a,12.4.1.10,12.4.1.10 Termination of Radar/ADS-B Service,Radar service terminated,“RADAR SERVICE (or IDENTIFICATION) TERMINATED [DUE (reason)] (instructions).”,ATC,Pilot,Information,“RADAR SERVICE TERMINATED DUE SECTOR HANDOVER.”,RADAR SERVICE IDENTIFICATION TERMINATED DUE,"or IDENTIFICATION, reason, instructions"
12.4.1.11-a,12.4.1.11,12.4.1.11 Radar/ADS-B Equipment Degradation,Secondary radar out of service,“SECONDARY RADAR OUT OF SERVICE (information as necessary).”,ATC,Pilot,Information,—,SECONDARY RADAR OUT SERVICE,information as necessary
12.4.1.2,12.4.1.2,12.4.1.2 Position Information,Report position relative to point,“POSITION (distance) (direction) OF (significant point) (or OVER or ABEAM (significant point)).”,ATC,Pilot,Information,“POSITION 15 MILES NORTH OF PEST.”,POSITION OVER ABEAM,"distance, direction, significant point, or OVER or ABEAM (significant point"
12.4.1.3-a,12.4.1.3,12.4.1.3 Vectoring Instructions,Leave point on heading,“LEAVE (significant point) HEADING (three digits).”,ATC,Pilot,Instruction,“LEAVE GILEP HEADING 180.”,LEAVE HEADING,"significant point, three digits"
12.4.1.4-a,12.4.1.4,12.4.1.4 Termination of Vectoring,Resume own navigation,“RESUME OWN NAVIGATION (position of aircraft) (specific instructions).”,ATC,Pilot,Instruction,“RESUME OWN NAVIGATION OVER LOMED.”,RESUME OWN NAVIGATION,"position of aircraft, specific instructions"
12.4.1.5-a,12.4.1.5,12.4.1.5 Manoeuvres,Perform full turn,“MAKE A THREE SIXTY TURN LEFT (or RIGHT) [reason].”,ATC,Pilot,Instruction,“MAKE A THREE SIXTY TURN LEFT DUE TRAFFIC.”,MAKE THREE SIXTY TURN LEFT RIGHT,or RIGHT
12.4.1.6-a,12.4.1.6,12.4.1.6 Speed Control,Report speed,“REPORT SPEED.”,ATC,Pilot,Request,—,REPORT SPEED,
12.4.1.7-a,12.4.1.7,12.4.1.7 Position Reporting,Omit reports temporarily,“OMIT POSITION REPORTS [UNTIL (specify)].”,ATC,Pilot,Instruction,“OMIT POSITION REPORTS UNTIL DEBRECEN.”,OMIT POSITION REPORTS UNTIL,specify
12.4.1.8-a,12.4.1.8,12.4.1.8 Traffic Information and Avoiding Action,Report traffic information,“TRAFFIC (number) O’CLOCK (distance) (direction of flight) [additional info: unknown/slow-moving/fast-moving/closing/etc.].”,ATC,Pilot,Information,“TRAFFIC TWO O’CLOCK FIVE MILES OPPOSITE DIRECTION.”,TRAFFIC CLOCK,"number, distance, direction of flight"
12.4.1.9-a,12.4.1.9,12.4.1.9 Loss of Communications,Provide instructions if contact lost,“[IF] RADIO CONTACT LOST (instructions).”,ATC,Pilot,Contingency,—,RADIO CONTACT LOST,instructions
12.4.2.1-a,12.4.2.1,12.4.2.1 Vectoring for Approach,Vectoring for approach,“VECTORING FOR (type of pilot-interpreted aid) APPROACH RUNWAY (number).”,ATC,Pilot,Vectoring,“VECTORING FOR ILS APPROACH RUNWAY 31.”,VECTORING APPROACH RUNWAY,"type of pilot-interpreted aid, number"
12.4.2.2-a,12.4.2.2,12.4.2.2 Vectoring for ILS and Other Pilot-Interpreted Aids,Provide position and turn,“POSITION (number) KILOMETRES (or MILES) FROM (fix). TURN LEFT (or RIGHT) HEADING (three digits).”,ATC,Pilot,Vectoring,“POSITION 8 MILES FROM PEST. TURN LEFT HEADING 270.”,POSITION KILOMETRES MILES FROM TURN LEFT RIGHT HEADING,"number, or MILES, fix, or RIGHT, three digits"
12.4.2.3-a,12.4.2.3,12.4.2.3 Manoeuvre During Parallel Approaches,Clearance for parallel approach,“CLEARED FOR (type of approach) APPROACH RUNWAY (number) LEFT (or RIGHT).”,ATC,Pilot,Clearance,“CLEARED ILS APPROACH RUNWAY 31 LEFT.”,CLEARED APPROACH RUNWAY LEFT RIGHT,"type of approach, number, or RIGHT"
12.4.2.4.1-a,12.4.2.4.1,,Announce SRA procedure,"“THIS WILL BE A SURVEILLANCE RADAR APPROACH RUNWAY (number) TERMINATING AT (distance) FROM TOUCHDOWN, OBSTACLE CLEARANCE ALTITUDE (or HEIGHT) (number) (units). CHECK YOUR MINIMA [IN CASE OF GO AROUND (instructions)].”",ATC,Pilot,Instruction,"“THIS WILL BE A SURVEILLANCE RADAR APPROACH RUNWAY 31 TERMINATING AT 2 MILES FROM TOUCHDOWN, OBSTACLE CLEARANCE ALTITUDE 600 FEET. CHECK YOUR MINIMA.”",THIS WILL SURVEILLANCE RADAR APPROACH RUNWAY TERMINATING FROM TOUCHDOWN OBSTACLE CLEARANCE ALTITUDE HEIGHT CHECK YOUR MINIMA CASE AROUND,"number, distance, or HEIGHT, units, instructions"
12.4.2.4.2-a,12.4.2.4.2,12.4.2.4.2 Elevation,Begin descent instruction,“COMMENCE DESCENT NOW [TO MAINTAIN A (number) DEGREE GLIDE PATH].”,ATC,Pilot,Instruction,“COMMENCE DESCENT NOW TO MAINTAIN 3 DEGREE GLIDE PATH.”,COMMENCE DESCENT NOW MAINTAIN DEGREE GLIDE PATH,number
12.4.2.4.4-a,12.4.2.4.4,12.4.2.4.4 Checks,Gear check,“CHECK GEAR DOWN [AND LOCKED].”,ATC,Pilot,Instruction,“CHECK GEAR DOWN.”,CHECK GEAR DOWN LOCKED,
12.4.2.4.5-a,12.4.2.4.5,12.4.2.4.5 Completion of Approach,Report visual,“REPORT VISUAL.”,ATC,Pilot,Instruction,—,REPORT VISUAL,
12.4.2.5.1-a,12.4.2.5.1,,Announce PAR approach,“THIS WILL BE A PRECISION RADAR APPROACH RUNWAY (number).”,ATC,Pilot,Information,“THIS WILL BE A PRECISION RADAR APPROACH RUNWAY 13.”,THIS WILL PRECISION RADAR APPROACH RUNWAY,number
12.4.2.5.2-a,12.4.2.5.2,12.4.2.5.2 Communications,Do not acknowledge further transmissions,“DO NOT ACKNOWLEDGE FURTHER TRANSMISSIONS.”,ATC,Pilot,Instruction,—,NOT ACKNOWLEDGE FURTHER TRANSMISSIONS,
12.4.2.5.3-a,12.4.2.5.3,12.4.2.5.3 Azimuth,Closing from direction,“CLOSING [SLOWLY (or QUICKLY)] [FROM THE LEFT (or RIGHT)].”,ATC,Pilot,Information,“CLOSING SLOWLY FROM THE RIGHT.”,CLOSING SLOWLY QUICKLY FROM LEFT RIGHT,"or QUICKLY, or RIGHT"
12.4.2.5.4-a,12.4.2.5.4,12.4.2.5.4 Elevation,Approaching glide path,“APPROACHING GLIDE PATH.”,ATC,Pilot,Information,—,APPROACHING GLIDE PATH,
12.4.2.5.5-a,12.4.2.5.5,12.4.2.5.5 Position,Position from touchdown,“(distance) FROM TOUCHDOWN.”,ATC,Pilot,Information,—,FROM TOUCHDOWN,distance
12.4.2.5.6-a,12.4.2.5.6,12.4.2.5.6 Checks,Check gear down and locked,“CHECK GEAR DOWN AND LOCKED.”,ATC,Pilot,Instruction,—,CHECK GEAR DOWN LOCKED,
12.4.2.5.7-a,12.4.2.5.7,12.4.2.5.7 Completion of Approach,Report visual,“REPORT VISUAL.”,ATC,Pilot,Instruction,—,REPORT VISUAL,
12.4.2.5.8-a,12.4.2.5.8,12.4.2.5.8 Missed Approach,Continue visually or go around,“CONTINUE VISUALLY OR GO AROUND [missed approach instructions].”,ATC,Pilot,Instruction,“CONTINUE VISUALLY OR GO AROUND CLIMB STRAIGHT AHEAD.”,CONTINUE VISUALLY AROUND,
12.4.3.1-a,12.4.3.1,,Request SSR capability,“ADVISE TRANSPONDER CAPABILITY.”,ATC,Pilot,Request,—,ADVISE TRANSPONDER CAPABILITY,
12.4.3.2-a,12.4.3.2,12.4.3.2 ADS-B Capability,Request ADS-B capability,“ADVISE ADS-B CAPABILITY.”,ATC,Pilot,Request,—,ADVISE ADS CAPABILITY,
12.4.3.3-a,12.4.3.3,12.4.3.3 Setting Transponder,Assign departure code,“FOR DEPARTURE SQUAWK (code).”,ATC,Pilot,Instruction,“FOR DEPARTURE SQUAWK 4321.”,DEPARTURE SQUAWK,code
12.4.3.4-a,12.4.3.4,12.4.3.4 Reselect Assigned Mode/Code,“RESET SQUAWK [(mode)] (code).”,ATC,Pilot,Instruction,“RESET SQUAWK MODE A 1200.”,,ATC,
